#country+code,#country+name,#indicator+code,#indicator+name,#indicator+value+num,#date+year
MYS,Malaysia,53506,"Foreign direct investment, net inflows (% of GDP)",4.7102454,1995
MYS,Malaysia,57206,"Mortality rate, infant (per 1,000 live births)",11.484963,1995
MYS,Malaysia,57506,"Mortality rate, under-five (per 1,000 live births)",13.341582,1995
MYS,Malaysia,57806,"Mortality rate, female adult (per 1,000 people)",112.282,1995
MYS,Malaysia,57906,"Mortality rate, male adult (per 1,000 people)",182.228,1995
MYS,Malaysia,58006,"HIV prevalence, adult (% ages 15-49)",0.4,1995
MYS,Malaysia,61006,"Homicide rate (per 100,000 people)",1.932876094,1995
MYS,Malaysia,63106,Population ages 15–64 (millions),12.417357,1995
MYS,Malaysia,63206,"Gross enrolment ratio, primary (% of primary school-age population)",97.47978,1995
MYS,Malaysia,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",64.82162,1995
MYS,Malaysia,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",10.97444,1995
MYS,Malaysia,64306,"Infants lacking immunization, measles (% of one-year-olds)",3,1995
MYS,Malaysia,64406,"Infants lacking immunization, DTP (% of one-year-olds)",2,1995
MYS,Malaysia,65606,Gross fixed capital formation (% of GDP),43.58596324,1995
MYS,Malaysia,68606,Gender Inequality Index (GII),0.357,1995
MYS,Malaysia,69206,Life expectancy at birth (years),71.834,1995
MYS,Malaysia,69706,Expected years of schooling (years),10.22621,1995
MYS,Malaysia,89006,"Maternal mortality ratio (deaths per 100,000 live births)",43,1995
MYS,Malaysia,97306,Natural resource depletion (% of GNI),2.824079395,1995
MYS,Malaysia,99106,Net official development assistance received (% of GNI),0.1262307,1995
MYS,Malaysia,100806,Forest area (% of total land area),66.91066809,1995
MYS,Malaysia,103006,Mean years of schooling (years),7.56,1995
MYS,Malaysia,103206,Life expectancy index,0.797446154,1995
MYS,Malaysia,103606,Income index,0.742741028,1995
MYS,Malaysia,103706,Education index,0.536061389,1995
MYS,Malaysia,110806,"Net migration rate (per 1,000 people)",3.036,1995
MYS,Malaysia,110906,"Unemployment, youth (% ages 15–24)",10.104,1995
MYS,Malaysia,111106,International inbound tourists (thousands),7469,1995
MYS,Malaysia,111306,Private capital flows (% of GDP),-4.219145,1995
MYS,Malaysia,120606,"Life expectancy at birth, female (years)",73.86,1995
MYS,Malaysia,121106,"Life expectancy at birth, male (years)",69.977,1995
MYS,Malaysia,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),58.713,1995
MYS,Malaysia,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),6.279,1995
MYS,Malaysia,123506,"Estimated gross national income per capita, female (2017 PPP $)",8211.792065,1995
MYS,Malaysia,123606,"Estimated gross national income per capita, male (2017 PPP $)",18913.7935,1995
MYS,Malaysia,132706,Population ages 65 and older (millions),0.779647,1995
MYS,Malaysia,132806,Population under age 5 (millions),2.595647,1995
MYS,Malaysia,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",45.22302,1995
MYS,Malaysia,133206,Exports and imports (% of GDP),192.1132,1995
MYS,Malaysia,137506,Human Development Index (HDI),0.682,1995
MYS,Malaysia,140606,"Unemployment, total (% of labour force)",3.15,1995
MYS,Malaysia,148206,Labour force participation rate (% ages 15 and older),61.682,1995
MYS,Malaysia,148306,Employment to population ratio (% ages 15 and older),59.739,1995
MYS,Malaysia,149206,Government expenditure on education (% of GDP),4.34257,1995
MYS,Malaysia,150606,Employment in agriculture (% of total employment),19.97,1995
MYS,Malaysia,150706,Employment in services (% of total employment),47.69,1995
MYS,Malaysia,153706,Working poor at PPP$3.20 a day (% of total employment),6.841,1995
MYS,Malaysia,164406,Adjusted net savings (% of GNI),18.237483,1995
MYS,Malaysia,169706,Total unemployment rate (female to male ratio),1.340099715,1995
MYS,Malaysia,169806,Youth unemployment rate (female to male ratio),1.203544576,1995
MYS,Malaysia,174306,Fossil fuel energy consumption (% of total energy consumption),93.04961026,1995
MYS,Malaysia,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",36.93799727,1995
MYS,Malaysia,178306,Gross capital formation (% of GDP),43.639902,1995
MYS,Malaysia,181206,Proportion of births attended by skilled health personnel (%),95.1,1995
MYS,Malaysia,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",292.2101982,1995
MYS,Malaysia,194906,GDP per capita (2017 PPP $),14262.77838,1995
MYS,Malaysia,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",5.856179299,1995
MYS,Malaysia,195706,Gross national income (GNI) per capita (constant 2017 PPP$),13659.22183,1995
MYS,Malaysia,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",42.78,1995
MYS,Malaysia,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",30.82,1995
MYS,Malaysia,43006,Vulnerable employment (% of total employment),25.175,1994
MYS,Malaysia,69206,Life expectancy at birth (years),71.687,1994
MYS,Malaysia,69706,Expected years of schooling (years),10.14763,1994
MYS,Malaysia,103006,Mean years of schooling (years),7.354,1994
MYS,Malaysia,103206,Life expectancy index,0.795184615,1994
MYS,Malaysia,103606,Income index,0.732416921,1994
MYS,Malaysia,103706,Education index,0.527011944,1994
MYS,Malaysia,137506,Human Development Index (HDI),0.675,1994
MYS,Malaysia,195706,Gross national income (GNI) per capita (constant 2017 PPP$),12756.852,1994
MYS,Malaysia,43006,Vulnerable employment (% of total employment),25.469,1993
MYS,Malaysia,69206,Life expectancy at birth (years),71.519,1993
MYS,Malaysia,69706,Expected years of schooling (years),10.06784,1993
MYS,Malaysia,103006,Mean years of schooling (years),7.148,1993
MYS,Malaysia,103206,Life expectancy index,0.7926,1993
MYS,Malaysia,103606,Income index,0.722873372,1993
MYS,Malaysia,103706,Education index,0.517928889,1993
MYS,Malaysia,137506,Human Development Index (HDI),0.667,1993
MYS,Malaysia,195706,Gross national income (GNI) per capita (constant 2017 PPP$),11975.81915,1993
MYS,Malaysia,43006,Vulnerable employment (% of total employment),25.781,1992
MYS,Malaysia,69206,Life expectancy at birth (years),71.326,1992
MYS,Malaysia,69706,Expected years of schooling (years),10.07296,1992
MYS,Malaysia,103006,Mean years of schooling (years),6.942,1992
MYS,Malaysia,103206,Life expectancy index,0.789630769,1992
MYS,Malaysia,103606,Income index,0.711748746,1992
MYS,Malaysia,103706,Education index,0.511204444,1992
MYS,Malaysia,137506,Human Development Index (HDI),0.66,1992
MYS,Malaysia,195706,Gross national income (GNI) per capita (constant 2017 PPP$),11125.54384,1992
MYS,Malaysia,43006,Vulnerable employment (% of total employment),26.088,1991
MYS,Malaysia,69206,Life expectancy at birth (years),71.106,1991
MYS,Malaysia,69706,Expected years of schooling (years),9.89104,1991
MYS,Malaysia,103006,Mean years of schooling (years),6.736,1991
MYS,Malaysia,103206,Life expectancy index,0.786246154,1991
MYS,Malaysia,103606,Income index,0.703207473,1991
MYS,Malaysia,103706,Education index,0.499284444,1991
MYS,Malaysia,110906,"Unemployment, youth (% ages 15–24)",10.936,1991
MYS,Malaysia,137506,Human Development Index (HDI),0.651,1991
MYS,Malaysia,140606,"Unemployment, total (% of labour force)",3.665,1991
MYS,Malaysia,148306,Employment to population ratio (% ages 15 and older),59.823,1991
MYS,Malaysia,150606,Employment in agriculture (% of total employment),22.374,1991
MYS,Malaysia,150706,Employment in services (% of total employment),46.241,1991
MYS,Malaysia,153706,Working poor at PPP$3.20 a day (% of total employment),8.188,1991
MYS,Malaysia,169706,Total unemployment rate (female to male ratio),1.289457831,1991
MYS,Malaysia,169806,Youth unemployment rate (female to male ratio),1.127363952,1991
MYS,Malaysia,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",36.599582,1991
MYS,Malaysia,195706,Gross national income (GNI) per capita (constant 2017 PPP$),10513.91749,1991
MYS,Malaysia,23806,Population with at least some secondary education (% ages 25 and older),40.3,1990
MYS,Malaysia,23906,"Population with at least some secondary education, female (% ages 25 and older)",34.67,1990
MYS,Malaysia,24006,"Population with at least some secondary education, male (% ages 25 and older)",46.45,1990
MYS,Malaysia,24106,"Mean years of schooling, female (years)",5.73,1990
MYS,Malaysia,24206,"Mean years of schooling, male (years)",7.4,1990
MYS,Malaysia,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",19.829,1990
MYS,Malaysia,44206,Total population (millions),18.029824,1990
MYS,Malaysia,45106,Urban population (%),49.8,1990
MYS,Malaysia,46106,Primary school dropout rate (% of primary school cohort),3.65496,1990
MYS,Malaysia,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",20.37696,1990
MYS,Malaysia,47906,Median age (years),21.553,1990
MYS,Malaysia,48706,"Labour force participation rate (% ages 15 and older), female",45.353,1990
MYS,Malaysia,48806,"Labour force participation rate (% ages 15 and older), male",78.638,1990
MYS,Malaysia,49006,Sex ratio at birth (male to female births),1.06,1990
MYS,Malaysia,52606,"Remittances, inflows (% of GDP)",0.42072592,1990
MYS,Malaysia,53506,"Foreign direct investment, net inflows (% of GDP)",5.2981234,1990
MYS,Malaysia,57206,"Mortality rate, infant (per 1,000 live births)",14.253407,1990
MYS,Malaysia,57506,"Mortality rate, under-five (per 1,000 live births)",16.578606,1990
MYS,Malaysia,57806,"Mortality rate, female adult (per 1,000 people)",126.957,1990
MYS,Malaysia,57906,"Mortality rate, male adult (per 1,000 people)",194.166,1990
MYS,Malaysia,58006,"HIV prevalence, adult (% ages 15-49)",0.1,1990
MYS,Malaysia,61006,"Homicide rate (per 100,000 people)",1.736012509,1990
MYS,Malaysia,63106,Population ages 15–64 (millions),10.686442,1990
MYS,Malaysia,63206,"Gross enrolment ratio, primary (% of primary school-age population)",94.39872,1990
MYS,Malaysia,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",63.41499,1990
MYS,Malaysia,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",7.1771,1990
MYS,Malaysia,64306,"Infants lacking immunization, measles (% of one-year-olds)",30,1990
MYS,Malaysia,64406,"Infants lacking immunization, DTP (% of one-year-olds)",5,1990
MYS,Malaysia,65606,Gross fixed capital formation (% of GDP),33.04305473,1990
MYS,Malaysia,69206,Life expectancy at birth (years),70.865,1990
MYS,Malaysia,69706,Expected years of schooling (years),9.74688,1990
MYS,Malaysia,89006,"Maternal mortality ratio (deaths per 100,000 live births)",48,1990
MYS,Malaysia,97306,Natural resource depletion (% of GNI),8.351196932,1990
MYS,Malaysia,99106,Net official development assistance received (% of GNI),1.1068034,1990
MYS,Malaysia,100806,Forest area (% of total land area),68.10531122,1990
MYS,Malaysia,103006,Mean years of schooling (years),6.53,1990
MYS,Malaysia,103206,Life expectancy index,0.782538462,1990
MYS,Malaysia,103606,Income index,0.694552569,1990
MYS,Malaysia,103706,Education index,0.488413333,1990
MYS,Malaysia,110806,"Net migration rate (per 1,000 people)",5.061,1990
MYS,Malaysia,111306,Private capital flows (% of GDP),-4.71952,1990
MYS,Malaysia,120606,"Life expectancy at birth, female (years)",72.858,1990
MYS,Malaysia,121106,"Life expectancy at birth, male (years)",69.017,1990
MYS,Malaysia,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),62.507,1990
MYS,Malaysia,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),6.21,1990
MYS,Malaysia,132706,Population ages 65 and older (millions),0.663617,1990
MYS,Malaysia,132806,Population under age 5 (millions),2.437331,1990
MYS,Malaysia,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",34.86191,1990
MYS,Malaysia,133206,Exports and imports (% of GDP),146.88825,1990
MYS,Malaysia,137506,Human Development Index (HDI),0.643,1990
MYS,Malaysia,148206,Labour force participation rate (% ages 15 and older),62.206,1990
MYS,Malaysia,164406,Adjusted net savings (% of GNI),12.184261,1990
MYS,Malaysia,174306,Fossil fuel energy consumption (% of total energy consumption),89.91071804,1990
MYS,Malaysia,178306,Gross capital formation (% of GDP),32.360326,1990
MYS,Malaysia,181206,Proportion of births attended by skilled health personnel (%),92.8,1990
MYS,Malaysia,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",185.851824,1990
MYS,Malaysia,194906,GDP per capita (2017 PPP $),10308.02209,1990
MYS,Malaysia,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",3.153663619,1990
MYS,Malaysia,195706,Gross national income (GNI) per capita (constant 2017 PPP$),9928.443899,1990
MYS,Malaysia,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",40.44,1990
MYS,Malaysia,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",23.72,1990
