Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing,Size_type,Rooms Num,Property Type Supergroup
Cheras,1200000,2,2.0,1.0,Serviced Residence,931.0,Fully Furnished,Built-up ,2,Serviced Residence
City Centre,1300000,3+1,3.0,2.0,Condominium,1637.0,Fully Furnished,Built-up ,4,Condominium
Jalan Klang Lama (Old Klang Road),400000,1,2.0,1.0,Serviced Residence,775.0,Partly Furnished,Built-up ,1,Serviced Residence
Cheras,455000,3,2.0,2.0,Condominium,850.0,Partly Furnished,Built-up ,3,Condominium
Kepong,448000,3,3.0,2.0,Condominium (Intermediate),1073.0,Unfurnished,Built-up ,3,Condominium
Segambut,890000,3+1,2.0,2.0,Condominium,1319.0,Partly Furnished,Built-up ,4,Condominium
Dutamas,518000,4,2.0,1.0,Condominium,1400.0,Partly Furnished,Built-up ,4,Condominium
Sentul,428000,3,2.0,2.0,Serviced Residence,852.0,Unfurnished,Built-up ,3,Serviced Residence
Keramat,526000,3,2.0,2.0,Condominium (Intermediate),1046.0,Unfurnished,Built-up ,3,Condominium
Damansara Heights,1698000,1,2.0,2.0,Serviced Residence (Intermediate),1168.0,Partly Furnished,Built-up ,1,Serviced Residence
Damansara Heights,1900000,4+1,4.0,2.0,Serviced Residence (Intermediate),2078.0,Partly Furnished,Built-up ,5,Serviced Residence
Damansara Heights,1350000,2,2.0,1.0,Serviced Residence (Intermediate),1203.0,Fully Furnished,Built-up ,2,Serviced Residence
Damansara Heights,1750000,4+1,4.0,2.0,Serviced Residence (Intermediate),2078.0,Partly Furnished,Built-up ,5,Serviced Residence
Damansara Heights,1900000,4+1,4.0,2.0,Serviced Residence (Intermediate),2078.0,Partly Furnished,Built-up ,5,Serviced Residence
Damansara Heights,1785170,1+1,2.0,2.0,Serviced Residence (Intermediate),1184.0,Partly Furnished,Built-up ,2,Serviced Residence
Damansara Heights,2200000,2+1,4.0,2.0,Serviced Residence (Intermediate),1668.0,Partly Furnished,Built-up ,3,Serviced Residence
Damansara Heights,1698000,1,2.0,2.0,Serviced Residence (Intermediate),1168.0,Partly Furnished,Built-up ,1,Serviced Residence
Damansara Heights,1400000,3,3.0,1.0,Serviced Residence (Intermediate),1480.0,Partly Furnished,Built-up ,3,Serviced Residence
Damansara Heights,2200000,2+1,4.0,2.0,Serviced Residence (Intermediate),1668.0,Partly Furnished,Built-up ,3,Serviced Residence
Damansara Heights,1660000,1+1,2.0,2.0,Serviced Residence (Intermediate),1186.0,Partly Furnished,Built-up ,2,Serviced Residence
Bukit Jalil,2300000,4,4.0,3.0,Condominium,3260.0,Partly Furnished,Built-up ,4,Condominium
Cheras,608000,3+1,2.0,2.0,Condominium (Intermediate),1394.0,Partly Furnished,Built-up ,4,Condominium
Kepong,315000,3,2.0,1.0,Apartment,850.0,Partly Furnished,Built-up ,3,Apartment
Segambut,1280000,3+1,4.0,2.0,Condominium,1796.0,Partly Furnished,Built-up ,4,Condominium
Segambut,1380000,3+1,4.0,2.0,Condominium,1856.0,Partly Furnished,Built-up ,4,Condominium
Segambut,900000,3,2.0,2.0,Condominium (Corner),1300.0,Partly Furnished,Built-up ,3,Condominium
Desa Parkcity,910000,1+1,1.0,2.0,Condominium (Corner),917.0,Partly Furnished,Built-up ,2,Condominium
Dutamas,480000,3,2.0,1.0,Condominium (Intermediate),1100.0,Partly Furnished,Built-up ,3,Condominium
Jalan Kuching,500000,2,2.0,1.0,Condominium (Corner),1020.0,Partly Furnished,Built-up ,2,Condominium
Jalan Kuching,400000,3,2.0,1.0,Condominium,1050.0,Partly Furnished,Built-up ,3,Condominium
Kepong,730000,4,3.0,4.0,2-sty Terrace/Link House (Intermediate),1870.0,Partly Furnished,Land area ,4,Terrace/Link House
Kepong,790000,4,3.0,5.0,2-sty Terrace/Link House,1650.0,Partly Furnished,Land area ,4,Terrace/Link House
Sunway Spk,1500000,4,3.0,4.0,2-sty Terrace/Link House,1650.0,Partly Furnished,Land area ,4,Terrace/Link House
Segambut,580000,3,2.0,1.0,Condominium,1128.0,Partly Furnished,Built-up ,3,Condominium
Kepong,1300000,6,5.0,4.0,3-sty Terrace/Link House (EndLot),2520.0,Partly Furnished,Land area ,6,Terrace/Link House
Dutamas,470000,3,2.0,1.0,Condominium (Intermediate),1100.0,Partly Furnished,Built-up ,3,Condominium
Kepong,440000,3,2.0,4.0,1-sty Terrace/Link House (Intermediate),1430.0,Partly Furnished,Land area ,3,Terrace/Link House
Dutamas,450000,3,3.0,1.0,Condominium,1450.0,Partly Furnished,Built-up ,3,Condominium
Sunway Spk,1650000,4,3.0,4.0,2.5-sty Terrace/Link House,1650.0,Partly Furnished,Land area ,4,Terrace/Link House
Kepong,488000,3,2.0,4.0,1-sty Terrace/Link House (Intermediate),1650.0,Partly Furnished,Land area ,3,Terrace/Link House
Kepong,690000,3,2.0,4.0,1-sty Terrace/Link House,1760.0,Partly Furnished,Land area ,3,Terrace/Link House
Jalan Kuching,450000,3,2.0,1.0,Condominium,1100.0,Partly Furnished,Built-up ,3,Condominium
Jalan Ipoh,500000,3,2.0,2.0,Condominium (Intermediate),1215.0,Partly Furnished,Built-up ,3,Condominium
Jalan Kuching,520000,3,2.0,1.0,Condominium (Intermediate),1200.0,Partly Furnished,Built-up ,3,Condominium
Segambut,620000,3,3.0,2.0,Condominium,1155.0,Partly Furnished,Built-up ,3,Condominium
Bandar Menjalara,398000,3,2.0,1.0,Condominium,1076.0,Partly Furnished,Built-up ,3,Condominium
Kepong,588000,4,2.0,3.0,Serviced Residence (Corner),1292.0,Partly Furnished,Built-up ,4,Serviced Residence
Dutamas,500000,3,2.0,1.0,Condominium (Intermediate),1100.0,Partly Furnished,Built-up ,3,Condominium
Mont Kiara,850000,4,2.0,3.0,Condominium (Corner),1550.0,Partly Furnished,Built-up ,4,Condominium
Dutamas,465000,3,2.0,1.0,Condominium,1326.0,Partly Furnished,Built-up ,3,Condominium
Kepong,490000,3,2.0,3.0,Serviced Residence (Intermediate),1137.0,Partly Furnished,Built-up ,3,Serviced Residence
Desa Parkcity,1300000,3,2.0,2.0,Condominium (Intermediate),1389.0,Partly Furnished,Built-up ,3,Condominium
Desa Parkcity,1450000,3+1,3.0,2.0,Condominium (Intermediate),1680.0,Partly Furnished,Built-up ,4,Condominium
Mont Kiara,1200000,5,4.0,5.0,Condominium (Corner),2800.0,Partly Furnished,Built-up ,5,Condominium
Desa Parkcity,1380000,3+1,3.0,2.0,Condominium (Intermediate),1572.0,Partly Furnished,Built-up ,4,Condominium
Desa Parkcity,1250000,4,3.0,2.0,Condominium (Intermediate),1421.0,Partly Furnished,Built-up ,4,Condominium
Kepong,1490000,6,6.0,3.0,3-sty Terrace/Link House (Intermediate),3040.0,Fully Furnished,Land area ,6,Terrace/Link House
Bukit Tunku (Kenny Hills),1550000,3+1,4.0,1.0,Condominium,2100.0,Fully Furnished,Built-up ,4,Condominium
Bandar Menjalara,435000,3,2.0,2.0,Condominium (Intermediate),1076.0,Partly Furnished,Built-up ,3,Condominium
Bandar Menjalara,350000,2+1,2.0,1.0,Serviced Residence,802.0,Partly Furnished,Built-up ,3,Serviced Residence
Setapak,358000,3,2.0,2.0,Condominium,960.0,Partly Furnished,Built-up ,3,Condominium
Setapak,378000,3,2.0,2.0,Condominium,960.0,Partly Furnished,Built-up ,3,Condominium
Jalan Kuching,750000,3+1,3.0,1.0,Condominium (Corner),1580.0,Partly Furnished,Built-up ,4,Condominium
Kl City,410000,3,2.0,1.0,Condominium,860.0,Partly Furnished,Built-up ,3,Condominium
Wangsa Maju,390000,4,2.0,1.0,Apartment,1207.0,Partly Furnished,Built-up ,4,Apartment
Bandar Menjalara,338000,3,2.0,1.0,Serviced Residence,981.0,Partly Furnished,Built-up ,3,Serviced Residence
Kl City,388000,3,2.0,1.0,Condominium (Corner),860.0,Partly Furnished,Built-up ,3,Condominium
Kepong,465000,3,3.0,2.0,3-sty Terrace/Link House,602.0,Partly Furnished,Land area ,3,Terrace/Link House
Segambut,215000,3,2.0,1.0,Apartment (Intermediate),918.0,Partly Furnished,Built-up ,3,Apartment
Segambut,205000,3,2.0,1.0,Flat (Intermediate),935.0,Partly Furnished,Built-up ,3,Flat
Bandar Menjalara,740000,4,2.0,2.0,Condominium (Intermediate),1358.0,Partly Furnished,Built-up ,4,Condominium
Kepong,300000,3,2.0,1.0,Apartment (Corner),850.0,Partly Furnished,Built-up ,3,Apartment
Jalan Sultan Ismail,850000,2,2.0,1.0,Serviced Residence,1120.0,Partly Furnished,Built-up ,2,Serviced Residence
Jalan Sultan Ismail,780000,1+1,2.0,1.0,Serviced Residence,972.0,Partly Furnished,Built-up ,2,Serviced Residence
Segambut,700000,4,3.0,2.0,Condominium,1298.0,Partly Furnished,Built-up ,4,Condominium
Bukit Jalil,690000,4,3.0,2.0,Condominium (Intermediate),690000.0,Partly Furnished,Built-up ,4,Condominium
Kepong,460000,3,2.0,1.0,Serviced Residence (Intermediate),1137.0,Partly Furnished,Built-up ,3,Serviced Residence
Segambut,930000,3,2.0,2.0,Condominium (Corner),1300.0,Partly Furnished,Built-up ,3,Condominium
Segambut,950000,3,2.0,2.0,Condominium (Corner),1319.0,Partly Furnished,Built-up ,3,Condominium
Segambut,350000,3,2.0,1.0,Apartment (Corner),850.0,Partly Furnished,Built-up ,3,Apartment
Kepong,290000,3,2.0,1.0,Apartment (Intermediate),1010.0,Partly Furnished,Built-up ,3,Apartment
Sentul,340000,3,2.0,1.0,Condominium (Intermediate),877.0,Partly Furnished,Built-up ,3,Condominium
Jalan Kuching,350000,3,2.0,1.0,Apartment,903.0,Partly Furnished,Built-up ,3,Apartment
Kepong,420000,3,2.0,1.0,Condominium,1150.0,Partly Furnished,Built-up ,3,Condominium
Kepong,440000,3,2.0,1.0,Apartment,1001.0,Partly Furnished,Built-up ,3,Apartment
Segambut,1100000,3,3.0,9.0,2-sty Terrace/Link House (Corner),2870.0,Partly Furnished,Land area ,3,Terrace/Link House
Kepong,1100000,4,4.0,4.0,2-sty Terrace/Link House,1540.0,Partly Furnished,Land area ,4,Terrace/Link House
Segambut,620000,3,3.0,2.0,Condominium,1155.0,Partly Furnished,Built-up ,3,Condominium
Segambut,1050000,4,3.0,4.0,2-sty Terrace/Link House (Intermediate),1400.0,Partly Furnished,Land area ,4,Terrace/Link House
Bandar Menjalara,410000,3,2.0,1.0,Condominium (Intermediate),1076.0,Partly Furnished,Built-up ,3,Condominium
Kepong,670000,4,3.0,5.0,2-sty Terrace/Link House (Intermediate),1300.0,Partly Furnished,Land area ,4,Terrace/Link House
Kl City,470000,3,2.0,1.0,Condominium (Corner),1065.0,Partly Furnished,Built-up ,3,Condominium
Segambut,515000,3,2.0,1.0,Apartment (Corner),1260.0,Partly Furnished,Built-up ,3,Apartment
Kepong,380000,3,2.0,3.0,1-sty Terrace/Link House (Intermediate),1430.0,Partly Furnished,Land area ,3,Terrace/Link House
Kepong,355000,3,2.0,1.0,Condominium (Intermediate),969.0,Partly Furnished,Built-up ,3,Condominium
Kepong,780000,3,2.0,5.0,2-sty Terrace/Link House,1600.0,Partly Furnished,Land area ,3,Terrace/Link House
Dutamas,590000,3,2.0,2.0,Condominium,1475.0,Partly Furnished,Built-up ,3,Condominium
Mont Kiara,650000,3,2.0,2.0,Condominium (Intermediate),1015.0,Unfurnished,Built-up ,3,Condominium
Bandar Menjalara,375000,2+1,2.0,1.0,Apartment,972.0,Partly Furnished,Built-up ,3,Apartment
Taman Melawati,1630000,5+1,6.0,4.0,Bungalow (Intermediate),26.0,Unfurnished,Land area ,6,Bungalow
Segambut,3990000,6+1,7.0,3.0,Bungalow,5343.0,Unfurnished,Built-up ,7,Bungalow
Bukit Bintang,888000,1,1.0,1.0,Condominium (Intermediate),538.0,Fully Furnished,Built-up ,1,Condominium
Sungai Besi,560000,3,2.0,1.0,Condominium (EndLot),904.0,Partly Furnished,Built-up ,3,Condominium
Brickfields,288000,Studio,1.0,1.0,Serviced Residence (Intermediate),250.0,Fully Furnished,Built-up ,1,Serviced Residence
Setapak,520000,2,3.0,2.0,Condominium (Intermediate),1100.0,Unfurnished,Built-up ,2,Condominium
Puchong,550000,3,2.0,2.0,2-sty Terrace/Link House (Intermediate),1614.0,Partly Furnished,Built-up ,3,Terrace/Link House
Brickfields,490000,2,2.0,1.0,Serviced Residence (Intermediate),486.0,Fully Furnished,Built-up ,2,Serviced Residence
Pantai,630000,3,2.0,2.0,Serviced Residence (Intermediate),900.0,Partly Furnished,Built-up ,3,Serviced Residence
Pantai,540000,2+1,2.0,2.0,Serviced Residence (Intermediate),805.0,Partly Furnished,Built-up ,3,Serviced Residence
Pantai,360000,1+1,1.0,1.0,Serviced Residence (Intermediate),518.0,Partly Furnished,Built-up ,2,Serviced Residence
Mont Kiara,1400000,4+2,3.0,3.0,Condominium (Corner),2513.0,Partly Furnished,Built-up ,6,Condominium
Sri Hartamas,3600000,5+1,6.0,4.0,Semi-detached House (Intermediate),4941.0,Partly Furnished,Land area ,6,Semi-detached House
Bukit Jalil,700000,3,2.0,2.0,Condominium (Corner),1407.0,Partly Furnished,Built-up ,3,Condominium
Ampang,2430000,7,8.0,4.0,Bungalow (Corner),65.0,Unfurnished,Land area ,7,Bungalow
Taman Desa,340000,3,2.0,1.0,Apartment,829.0,Partly Furnished,Built-up ,3,Apartment
Cheras,799000,3+1,3.0,2.0,2-sty Terrace/Link House (Intermediate),1760.0,Partly Furnished,Land area ,4,Terrace/Link House
Desa Petaling,1188800,4+1,6.0,2.0,3-sty Terrace/Link House,22.0,Fully Furnished,Land area ,5,Terrace/Link House
Puchong,1200000,4+1,6.0,2.0,3-sty Terrace/Link House,22.0,Fully Furnished,Land area ,5,Terrace/Link House
Bukit Jalil,520000,3,2.0,2.0,Condominium (Intermediate),1100.0,Unfurnished,Built-up ,3,Condominium
Kepong,593000,3+1,2.0,2.0,Serviced Residence (Corner),1292.0,Unfurnished,Built-up ,4,Serviced Residence
Klcc,388888,Studio,1.0,1.0,Serviced Residence,450.0,Fully Furnished,Built-up ,1,Serviced Residence
Cheras,358000,3,2.0,1.0,Serviced Residence (Intermediate),950.0,Partly Furnished,Built-up ,3,Serviced Residence
Cheras,440000,2,2.0,2.0,Serviced Residence,1104.0,Unfurnished,Built-up ,2,Serviced Residence
Sentul,370000,2,1.0,1.0,Serviced Residence (Intermediate),0.0,Unfurnished,Land area ,2,Serviced Residence
Setapak,389000,1+1,2.0,1.0,Condominium (Intermediate),657.0,Partly Furnished,Built-up ,2,Condominium
Setapak,395000,1+1,2.0,1.0,Condominium (Intermediate),650.0,Partly Furnished,Built-up ,2,Condominium
Setapak,390000,1+1,2.0,1.0,Condominium (Intermediate),657.0,Partly Furnished,Built-up ,2,Condominium
Jalan Kuching,428888,3,2.0,2.0,Serviced Residence,878.0,Unfurnished,Built-up ,3,Serviced Residence
Setapak,385000,1+1,2.0,1.0,Condominium (Intermediate),657.0,Partly Furnished,Land area ,2,Condominium
Wangsa Maju,395000,1+1,2.0,1.0,Serviced Residence,657.0,Partly Furnished,Land area ,2,Serviced Residence
Wangsa Maju,389000,1+1,2.0,1.0,Condominium (Intermediate),657.0,Partly Furnished,Built-up ,2,Condominium
Setapak,390000,1+1,2.0,1.0,Condominium (Intermediate),657.0,Partly Furnished,Built-up ,2,Condominium
Wangsa Maju,369000,2,2.0,1.0,Serviced Residence,657.0,Partly Furnished,Land area ,2,Serviced Residence
Wangsa Maju,389000,2,2.0,1.0,Condominium (Intermediate),657.0,Partly Furnished,Built-up ,2,Condominium
Dutamas,438888,2+1,2.0,1.0,Serviced Residence,656.0,Partly Furnished,Built-up ,3,Serviced Residence
Cheras,440000,3,2.0,2.0,Condominium (Intermediate),1104.0,Unfurnished,Built-up ,3,Condominium
Cheras,440000,3,2.0,2.0,Condominium (Intermediate),1104.0,Unfurnished,Built-up ,3,Condominium
Cheras,440000,3,2.0,2.0,Condominium (Intermediate),1104.0,Unfurnished,Built-up ,3,Condominium
Cheras,440000,3,2.0,2.0,Condominium (Intermediate),1104.0,Unfurnished,Built-up ,3,Condominium
Kepong,448000,3,2.0,2.0,Condominium (Corner),0.0,Unknown,Land area ,3,Condominium
Kl Sentral,2100000,4+1,4.0,2.0,Condominium (Corner),2886.0,Fully Furnished,Built-up ,5,Condominium
Sentul,540000,3,2.0,1.0,Condominium (Corner),1163.0,Fully Furnished,Built-up ,3,Condominium
Sentul,700000,3,3.0,2.0,Condominium (Corner),1502.0,Partly Furnished,Built-up ,3,Condominium
Seputeh,788000,3+1,3.0,2.0,Serviced Residence (Corner),1288.0,Fully Furnished,Land area ,4,Serviced Residence
Sri Petaling,1188000,5,6.0,2.0,3-sty Terrace/Link House,22.0,Fully Furnished,Land area ,5,Terrace/Link House
Kuchai Lama,459000,3,2.0,2.0,Condominium,1075.0,Unfurnished,Built-up ,3,Condominium
Bukit Jalil,320000,1+1,1.0,1.0,Condominium (Intermediate),775.0,Partly Furnished,Built-up ,2,Condominium
Klcc,2200000,1+1,1.0,1.0,Serviced Residence (EndLot),1087.0,Unfurnished,Built-up ,2,Serviced Residence
Taman Tun Dr Ismail,1160000,4,3.0,2.0,1-sty Terrace/Link House (Intermediate),2040.0,Partly Furnished,Land area ,4,Terrace/Link House
Jalan Klang Lama (Old Klang Road),388000,3,2.0,2.0,Serviced Residence,950.0,Fully Furnished,Built-up ,3,Serviced Residence
Jalan Klang Lama (Old Klang Road),250000,3,2.0,1.0,Apartment (Corner),850.0,Partly Furnished,Built-up ,3,Apartment
Cheras,340000,3,2.0,1.0,Apartment (Intermediate),910.0,Unfurnished,Built-up ,3,Apartment
Sentul,500000,4,3.0,2.0,3-sty Terrace/Link House (Corner),1200.0,Unfurnished,Land area ,4,Terrace/Link House
Cheras,432000,3,2.0,1.0,Condominium (Intermediate),850.0,Unfurnished,Built-up ,3,Condominium
Dutamas,1080000,2,2.0,1.0,Serviced Residence,1148.0,Fully Furnished,Built-up ,2,Serviced Residence
Cheras,514900,3,2.0,2.0,Condominium,947.0,Unfurnished,Built-up ,3,Condominium
Cheras,380000,3,2.0,1.0,Condominium,960.0,Partly Furnished,Built-up ,3,Condominium
Taman Desa,465000,2,2.0,1.0,Serviced Residence (Intermediate),719.0,Fully Furnished,Built-up ,2,Serviced Residence
Cheras,2800000,6+,5.0,4.0,Bungalow (Intermediate),10500.0,Unfurnished,Land area ,6,Bungalow
Cheras,514000,3,2.0,2.0,Condominium (Intermediate),947.0,Unfurnished,Built-up ,3,Condominium
Sri Petaling,3500000,7,7.0,6.0,Semi-detached House (Intermediate),4800.0,Partly Furnished,Land area ,7,Semi-detached House
Cheras,432000,3,2.0,2.0,Condominium,850.0,Partly Furnished,Built-up ,3,Condominium
Cheras,432000,3,2.0,1.0,Condominium (Intermediate),850.0,Unfurnished,Built-up ,3,Condominium
Cheras,2499000,7,7.0,3.0,Bungalow (Intermediate),5000.0,Partly Furnished,Land area ,7,Bungalow
Damansara Heights,16000000,6+1,10.0,5.0,Bungalow,12500.0,Partly Furnished,Land area ,7,Bungalow
Mont Kiara,2200000,3+1,4.0,2.0,Serviced Residence (EndLot),2932.0,Partly Furnished,Built-up ,4,Serviced Residence
Mont Kiara,2350000,4+1,4.0,3.0,Condominium (Corner),2973.0,Unfurnished,Built-up ,5,Condominium
Bukit Jalil,590000,3,2.0,2.0,Condominium (Intermediate),1073.0,Partly Furnished,Built-up ,3,Condominium
Mont Kiara,1680000,3+1,4.0,2.0,Condominium,1496.0,Partly Furnished,Built-up ,4,Condominium
Desa Parkcity,2450000,6+1,7.0,2.0,3-sty Terrace/Link House (Intermediate),1600.0,Partly Furnished,Land area ,7,Terrace/Link House
Bangsar South,1600000,3+1,4.0,2.0,Condominium,2068.0,Fully Furnished,Built-up ,4,Condominium
Ampang,1580000,3+1,4.0,2.0,Condominium (Intermediate),1838.0,Fully Furnished,Built-up ,4,Condominium
Cheras,693000,2,2.0,1.0,Condominium,750.0,Partly Furnished,Built-up ,2,Condominium
Damansara Heights,2650000,4,3.0,4.0,2-sty Terrace/Link House (Intermediate),2800.0,Partly Furnished,Land area ,4,Terrace/Link House
Desa Parkcity,1650000,3+1,3.0,2.0,Condominium (Intermediate),2066.0,Partly Furnished,Built-up ,4,Condominium
Jalan Klang Lama (Old Klang Road),370000,3,2.0,1.0,Condominium (Intermediate),1032.0,Unfurnished,Built-up ,3,Condominium
Pantai,788000,3,2.0,2.0,Condominium,1019.0,Fully Furnished,Built-up ,3,Condominium
Ampang,499000,1,1.0,1.0,Serviced Residence (Intermediate),705.0,Partly Furnished,Built-up ,1,Serviced Residence
Ampang,599000,2,1.0,1.0,Serviced Residence (Intermediate),850.0,Partly Furnished,Built-up ,2,Serviced Residence
Ampang,770000,3,2.0,1.0,Serviced Residence (Intermediate),888.0,Partly Furnished,Built-up ,3,Serviced Residence
Ampang,610000,2,2.0,1.0,Serviced Residence (Intermediate),735.0,Partly Furnished,Built-up ,2,Serviced Residence
Jalan Klang Lama (Old Klang Road),382000,3,2.0,2.0,Serviced Residence (Intermediate),950.0,Fully Furnished,Built-up ,3,Serviced Residence
Klcc,2650000,2+1,2.0,2.0,Serviced Residence (Intermediate),1463.0,Partly Furnished,Built-up ,3,Serviced Residence
Klcc,1400000,1,1.0,1.0,Serviced Residence (Intermediate),925.0,Partly Furnished,Built-up ,1,Serviced Residence
Mont Kiara,610000,Studio,1.0,1.0,Serviced Residence,462.0,Fully Furnished,Built-up ,1,Serviced Residence
Bangsar,1750000,3+1,3.0,1.0,Condominium (Corner),1650.0,Partly Furnished,Built-up ,4,Condominium
Mont Kiara,3484000,4+1,5.0,3.0,Condominium,3668.0,Partly Furnished,Built-up ,5,Condominium
Kepong,598000,2,2.0,2.0,2-sty Terrace/Link House (Intermediate),990.0,Partly Furnished,Land area ,2,Terrace/Link House
Kepong,688000,3,2.0,2.0,1-sty Terrace/Link House (Intermediate),1760.0,Partly Furnished,Land area ,3,Terrace/Link House
Taman Tun Dr Ismail,1000000,1,1.0,1.0,Serviced Residence (Corner),840.0,Partly Furnished,Built-up ,1,Serviced Residence
Sungai Besi,600000,2+1,2.0,2.0,Serviced Residence (Intermediate),1025.0,Partly Furnished,Built-up ,3,Serviced Residence
Sungai Besi,800000,3,3.0,2.0,Serviced Residence (Corner),1430.0,Partly Furnished,Built-up ,3,Serviced Residence
Kepong,525000,3,2.0,2.0,Serviced Residence,1076.0,Partly Furnished,Built-up ,3,Serviced Residence
Klcc,1950000,3,3.0,2.0,Serviced Residence (Corner),1819.0,Fully Furnished,Built-up ,3,Serviced Residence
Bangsar,9000000,14,15.0,20.0,Bungalow (Intermediate),10000.0,Unknown,Land area ,14,Bungalow
Kepong,488000,3,2.0,1.0,Apartment (Intermediate),1121.0,Partly Furnished,Land area ,3,Apartment
Kepong,1180000,5+1,4.0,4.0,2.5-sty Terrace/Link House (Intermediate),1500.0,Partly Furnished,Land area ,6,Terrace/Link House
Kepong,598000,3,2.0,3.0,1-sty Terrace/Link House (Intermediate),1300.0,Partly Furnished,Land area ,3,Terrace/Link House
Kepong,380000,3,2.0,1.0,Apartment (Corner),850.0,Partly Furnished,Built-up ,3,Apartment
Bandar Menjalara,425000,3,2.0,1.0,Condominium,987.0,Partly Furnished,Built-up ,3,Condominium
Bandar Menjalara,450000,3+1,2.0,2.0,Condominium (Corner),980.0,Partly Furnished,Built-up ,4,Condominium
Setapak,250000,3,2.0,1.0,Condominium,845.0,Fully Furnished,Built-up ,3,Condominium
